model_output,ground_truth,top_20_tokens,top_20_probs,match,match_substring
Star<end_of_turn>,star,"['Star', 'Stars', 'Circle', ' Star', '**', 'Here', 'Start', 'Starburst', ' star', 'star', '<start_of_image>', 'Pent', '⭐️', 'Round', 'Starred', '\n\n', '⭐', 'Sphere', 'Circular', 'Starts']","tensor([1.0000e+00, 7.1850e-08, 6.0681e-09, 3.4378e-09, 3.2066e-09, 1.1019e-09,
        8.5070e-10, 7.3925e-10, 4.6265e-10, 1.8707e-10, 1.0811e-10, 9.7432e-11,
        6.2461e-11, 3.7649e-11, 2.4403e-11, 1.3010e-11, 9.6467e-12, 7.4807e-12,
        5.9802e-12, 5.5831e-12])",False,True
Round<end_of_turn>,square,"['Round', 'Circular', 'Rounded', 'Circle', 'Oval', ' Round', 'round', ' round', '**', 'Circles', 'Cur', 'ROUND', 'Flat', ' circular', '圓', 'Plate', 'Rounding', '圆形', 'O', 'circular']","tensor([9.9954e-01, 4.5576e-04, 2.1308e-07, 9.6016e-08, 7.9150e-09, 7.0594e-09,
        6.3312e-09, 1.2577e-09, 1.0974e-10, 1.0972e-10, 4.4926e-11, 2.0563e-11,
        1.6108e-11, 9.0617e-12, 6.5711e-12, 5.2048e-12, 4.8582e-12, 3.7622e-12,
        2.9478e-12, 2.6230e-12])",False,False
Triangle<end_of_turn>,triangle,"['Triangle', 'Yield', 'Arrow', 'Tri', 'Ups', ' Triangle', 'triangle', 'In', 'Diamond', 'Downward', 'Chevron', '**', 'Down', 'Circle', ' triangle', 'Right', 'W', 'Hex', 'Y', 'T']","tensor([1.0000e+00, 9.2605e-07, 7.1699e-07, 2.1633e-07, 2.8358e-08, 3.2817e-09,
        1.0986e-09, 9.2675e-10, 7.8578e-10, 3.5641e-10, 2.2301e-10, 1.4659e-10,
        1.3071e-10, 1.2231e-10, 7.2637e-11, 5.7435e-11, 5.7152e-11, 4.9972e-11,
        4.9907e-11, 4.8030e-11])",False,True
Round<end_of_turn>,circle,"['Round', 'Bowl', 'Circular', 'Circle', 'Plate', 'Dish', 'Disc', 'Disk', '**', 'Oval', ' Bowl', ' bowl', 'Rounded', 'Flat', ' Round', 'round', 'Sphere', 'Bow', ' round', 'Sau']","tensor([8.9388e-01, 6.8976e-02, 3.3339e-02, 3.5560e-03, 1.8898e-04, 4.9605e-05,
        6.2680e-06, 1.3934e-06, 5.3275e-07, 2.3077e-07, 2.0776e-08, 8.2075e-09,
        7.8878e-09, 6.2764e-09, 3.4010e-09, 2.2595e-09, 9.8346e-10, 8.4189e-10,
        3.9442e-10, 2.0616e-10])",False,False
Television<end_of_turn>,circle,"['Television', 'Square', 'Triangle', 'Rectangle', 'Fan', 'Sphere', 'Rect', 'Circle', 'Speaker', 'TV', 'Lamp', 'Rounded', 'Oval', 'Laptop', 'Round', 'Monitor', 'Box', 'Phone', 'Cube', 'Arc']","tensor([7.0200e-01, 1.6614e-01, 4.4796e-02, 3.1537e-02, 1.7433e-02, 7.8636e-03,
        4.5795e-03, 4.1769e-03, 3.9463e-03, 3.6053e-03, 1.9952e-03, 1.7808e-03,
        1.6192e-03, 1.5457e-03, 9.4275e-04, 8.2605e-04, 6.2425e-04, 5.5679e-04,
        5.3515e-04, 5.0150e-04])",False,False
Heart<end_of_turn>,heart,"['Heart', 'heart', ' Heart', '**', ' heart', 'Here', 'Hearts', 'Hear', '❤️', '<start_of_image>', 'Sweet', '""', 'Te', 'The', 'T', 'Sp', '-', 'A', 'Love', 'Shape']","tensor([1.0000e+00, 1.2517e-08, 1.2437e-08, 4.6144e-09, 2.4630e-09, 1.0266e-09,
        2.8439e-10, 7.6374e-11, 4.8098e-11, 2.0326e-11, 5.1572e-12, 4.5292e-12,
        2.9258e-12, 2.5862e-12, 2.3315e-12, 2.3150e-12, 2.2174e-12, 1.8532e-12,
        1.7738e-12, 1.2646e-12])",False,True
Square<end_of_turn>,square,"['Square', 'Squares', 'Oct', 'Hex', 'Rect', 'Quadr', 'Squared', 'Geometric', 'Squ', 'Mosaic', 'Diamond', 'Diagonal', 'square', 'Tri', ' Square', 'Brown', '**', 'Qu', 'Tiles', 'Rectangle']","tensor([9.8963e-01, 1.0264e-02, 6.0733e-05, 1.3658e-05, 1.3360e-05, 1.2863e-05,
        7.8544e-07, 3.9883e-07, 2.3188e-07, 2.5012e-08, 2.2982e-08, 1.6735e-08,
        1.1875e-08, 4.4676e-09, 3.5131e-09, 1.9847e-09, 1.6909e-09, 1.4285e-09,
        9.8782e-10, 9.7940e-10])",False,True
Square<end_of_turn>,square,"['Square', 'Rect', 'Hex', 'Quadr', 'Oct', 'Tra', 'Circular', 'Obl', 'Tri', 'Pent', 'Rectangle', 'Py', 'Squared', 'T', 'C', 'Round', 'Polygon', 'Box', '**', 'Pol']","tensor([7.6440e-01, 2.0596e-01, 2.1101e-02, 7.6992e-03, 6.4616e-04, 1.2049e-04,
        5.4899e-05, 1.1468e-05, 6.1411e-06, 5.7498e-07, 2.6022e-07, 1.8138e-07,
        1.0231e-07, 9.3923e-08, 8.4542e-08, 4.5317e-08, 3.6182e-08, 2.3669e-08,
        2.2949e-08, 2.2138e-08])",False,True
Squares<end_of_turn>,square,"['Squares', 'Square', ' Squares', 'Quadr', 'Rect', 'Checker', 'Rectangle', 'squares', 'Squared', ' squares', 'Diamonds', 'Boxes', 'Shapes', ' Square', 'Tiles', 'Circles', 'Geometric', 'Gr', 'Check', 'Diamond']","tensor([9.8241e-01, 1.7587e-02, 5.4301e-09, 2.1571e-09, 1.3003e-09, 1.0288e-09,
        8.9975e-10, 8.4914e-10, 4.0431e-10, 3.0796e-10, 1.9428e-10, 1.3857e-10,
        1.3480e-10, 1.3045e-10, 1.1532e-10, 9.6048e-11, 5.1750e-11, 4.4289e-11,
        3.9252e-11, 2.6170e-11])",False,True
Curved<end_of_turn>,square,"['Cur', 'Round', 'Rounded', 'Circular', 'Oval', 'Arc', 'Curve', 'Ar', 'Ir', 'Obl', 'Semi', 'Boat', 'W', 'Corner', 'Tra', 'S', 'L', 'U', 'Conc', 'Ang']","tensor([6.1110e-01, 3.0008e-01, 7.1183e-02, 1.4207e-02, 1.6381e-03, 1.2321e-03,
        2.7261e-04, 1.6593e-04, 1.9757e-05, 1.4021e-05, 1.2696e-05, 9.5105e-06,
        8.7856e-06, 8.1302e-06, 7.6862e-06, 6.9805e-06, 5.8999e-06, 4.0379e-06,
        3.8012e-06, 3.5679e-06])",False,False
Star<end_of_turn>,star,"['Star', 'Stars', 'Starburst', 'Starts', '**', 'Heart', 'star', 'Flower', ' Star', 'Here', 'Start', '<start_of_image>', 'Aster', ' star', 'Starred', '⭐️', 'Hearts', 'Four', 'Diamond', '⭐']","tensor([9.9941e-01, 5.9101e-04, 3.1878e-06, 1.0954e-07, 8.9653e-08, 7.6821e-08,
        2.7133e-08, 1.9037e-08, 5.9128e-09, 5.0006e-09, 4.5069e-09, 2.4486e-09,
        1.4697e-09, 1.2209e-09, 1.1863e-09, 1.1082e-09, 8.5355e-10, 5.1086e-10,
        4.8777e-10, 3.7305e-10])",False,True
Star<end_of_turn>,star,"['Star', '**', 'Here', '<start_of_image>', 'Pent', 'star', 'Starburst', ' Star', '⭐️', 'Start', '⭐', ' star', 'Stars', 'The', 'It', 'Okay', 'STAR', 'Aster', 'Based', 'Starts']","tensor([1.0000e+00, 7.0891e-08, 5.7537e-09, 9.3350e-10, 8.8583e-10, 6.3677e-10,
        4.6503e-10, 2.3364e-10, 1.4542e-10, 1.1811e-10, 8.1332e-11, 7.7979e-11,
        6.6398e-11, 2.1895e-11, 6.6072e-12, 6.1776e-12, 6.0941e-12, 4.4659e-12,
        3.9477e-12, 3.9373e-12])",False,True
Post<end_of_turn>,square,"['Post', 'Rect', 'Pole', 'Tower', 'Beam', 'Wooden', 'Column', 'Square', 'C', 'P', '**', 'Log', 'T', 'Ob', 'Obl', 'Vertical', 'Wood', 'Rustic', 'Te', 'Posts']","tensor([9.7384e-01, 1.5388e-02, 5.7308e-03, 3.6389e-03, 3.9055e-04, 3.4896e-04,
        1.9494e-04, 1.8036e-04, 1.6178e-04, 2.4394e-05, 2.3866e-05, 1.9027e-05,
        1.8651e-05, 1.8104e-05, 7.4441e-06, 7.2794e-06, 1.5334e-06, 9.2135e-07,
        9.1115e-07, 6.8784e-07])",False,False
Round.<end_of_turn>,circle,"['Round', 'Oval', 'Rounded', 'Circular', 'Rectangle', 'Square', 'Rect', 'T', 'Te', 'Con', 'O', 'Ell', 'Obl', 'Squared', 'Tri', 'C', 'Circle', 'Ellipse', 'Hex', 'round']","tensor([9.7552e-01, 1.2708e-02, 5.9916e-03, 2.9564e-03, 1.6806e-03, 5.9427e-04,
        4.1873e-04, 8.8739e-05, 2.2216e-05, 5.5271e-06, 3.1825e-06, 3.0158e-06,
        1.4305e-06, 1.2118e-06, 8.6182e-07, 7.6986e-07, 7.2963e-07, 6.9817e-07,
        4.0297e-07, 3.7566e-07])",False,False
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', 'triangle', '**', ' Triangle', 'Tra', 'Equ', ' triangle', 'Hex', 'Oct', 'Red', 'Dec', 'In', 'Right', 'Tr', 'Polygon', 'Rh', '<start_of_image>', 'Pent', 'Ob']","tensor([1.0000e+00, 1.6419e-09, 5.6765e-11, 7.7716e-12, 4.0650e-12, 9.4270e-13,
        8.6370e-13, 1.2701e-13, 2.3303e-14, 1.9569e-14, 1.1421e-14, 3.0840e-15,
        2.1908e-15, 1.8159e-15, 1.8142e-15, 1.1694e-15, 1.0080e-15, 8.5280e-16,
        7.6270e-16, 6.6840e-16])",False,True
Star<end_of_turn>,star,"['Star', 'Starburst', '**', 'star', 'Here', 'Stars', 'Aster', 'Sho', '⭐', ' Star', '<start_of_image>', 'Start', 'Pent', 'Starts', ' star', 'It', 'Purple', 'Diamond', 'Cat', 'The']","tensor([1.0000e+00, 4.7161e-08, 2.4325e-08, 8.3441e-09, 7.8021e-09, 1.0031e-09,
        9.4959e-10, 7.1502e-10, 4.8832e-10, 3.4423e-10, 3.1521e-10, 2.7400e-10,
        1.5065e-10, 1.0257e-10, 9.7962e-11, 8.3535e-11, 5.4112e-11, 5.0304e-11,
        4.1230e-11, 4.0819e-11])",False,True
Circle<end_of_turn>,circle,"['Circle', 'Ring', 'Oval', 'Circles', 'Floral', 'Diamond', 'Circular', 'Square', 'Blue', 'Round', 'Geometric', 'Ann', 'Spiral', 'Ellipse', 'Triangle', 'Disk', 'Hex', 'Rim', ' circle', ' Circle']","tensor([9.9730e-01, 1.8734e-03, 5.0160e-04, 1.3349e-04, 8.1175e-05, 2.4846e-05,
        1.7135e-05, 1.6923e-05, 1.4276e-05, 6.3487e-06, 5.1697e-06, 3.6961e-06,
        3.0921e-06, 2.4228e-06, 1.9682e-06, 1.2313e-06, 1.1161e-06, 9.5946e-07,
        6.1594e-07, 5.4629e-07])",False,True
Star<end_of_turn>,star,"['Star', 'Starburst', 'Bl', 'Aster', 'Flower', 'Diamond', 'Stars', 'Burst', 'Chevron', 'Spiral', 'star', 'Daisy', 'Start', ' Star', 'Triangle', 'Fl', 'Galaxy', 'Dec', 'Circle', 'Pent']","tensor([9.9983e-01, 1.7292e-04, 3.3849e-07, 7.0368e-08, 1.8363e-08, 1.5489e-08,
        9.4513e-09, 9.3757e-09, 5.4638e-09, 5.0347e-09, 4.5027e-09, 4.3137e-09,
        3.7386e-09, 2.2446e-09, 1.9634e-09, 8.3794e-10, 6.9227e-10, 6.6468e-10,
        6.0370e-10, 5.2001e-10])",False,True
Rectangle<end_of_turn>,circle,"['Rectangle', 'Circle', 'Oval', 'Rounded', 'Laptop', 'Rect', 'Square', 'Triangle', 'Obl', 'Diamond', 'Circular', 'Circles', 'C', 'Polygon', 'Ellipse', 'Ir', 'Tra', 'Pol', 'Round', 'Cur']","tensor([5.5610e-01, 3.2263e-01, 3.4815e-02, 3.2821e-02, 3.1978e-02, 1.1402e-02,
        7.2388e-03, 8.9276e-04, 7.3428e-04, 6.5750e-04, 1.6426e-04, 1.2957e-04,
        1.1199e-04, 4.9500e-05, 4.1535e-05, 3.8206e-05, 2.8216e-05, 2.3937e-05,
        2.3327e-05, 1.6352e-05])",False,False
Spiral<end_of_turn>,circle,"['Spiral', 'Circle', 'Circular', 'Floral', 'Sw', 'Round', 'Ros', 'Oval', 'Rose', 'Geometric', 'Flower', 'Med', 'Star', 'Ellipse', 'Oct', 'Helix', 'Mand', 'Circles', 'M', 'Ell']","tensor([5.2705e-01, 4.6924e-01, 2.7753e-03, 3.2156e-04, 2.1836e-04, 1.2398e-04,
        8.3465e-05, 5.5994e-05, 4.0632e-05, 1.9102e-05, 1.6956e-05, 1.1285e-05,
        7.5384e-06, 7.1677e-06, 5.7472e-06, 4.2369e-06, 3.4624e-06, 2.3845e-06,
        1.4987e-06, 1.3887e-06])",False,False
Circular<end_of_turn>,square,"['Circular', 'Round', 'Circle', 'Square', 'Rect', 'Oval', 'Pizza', 'Circles', '**', 'Rectangle', 'round', 'Oct', 'Rounded', 'Hex', 'circular', 'Disk', 'S', ' circular', '圆形', 'Quadr']","tensor([8.9292e-01, 1.0035e-01, 5.4720e-03, 1.2534e-03, 1.8586e-06, 2.4122e-07,
        1.9803e-07, 9.5914e-08, 3.9137e-08, 2.6411e-08, 2.4448e-08, 2.1664e-08,
        1.1469e-08, 7.7735e-09, 5.2576e-09, 4.5670e-09, 4.2507e-09, 3.3892e-09,
        2.7389e-09, 2.6271e-09])",False,False
Heart<end_of_turn>,heart,"['Heart', 'heart', ' Heart', 'Here', ' heart', 'Hear', 'Hearts', '**', '<start_of_image>', 'Diamond', 'Red', 'Star', 'Paw', 'The', '❤️', 'Dog', 'D', 'T', 'Sweet', 'Circle']","tensor([1.0000e+00, 1.9017e-08, 1.6640e-08, 9.8715e-09, 9.3487e-09, 1.6162e-09,
        4.6739e-10, 2.0530e-10, 3.1266e-11, 2.9702e-11, 2.8457e-11, 2.0476e-11,
        1.2483e-11, 1.0647e-11, 1.0582e-11, 8.6284e-12, 8.3393e-12, 7.0253e-12,
        6.4212e-12, 6.1414e-12])",False,True
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', 'Diamond', 'Equ', 'Tra', '**', 'triangle', 'Rh', ' Triangle', 'Oct', 'Quadr', 'Hex', 'Tr', 'Right', 'Ob', 'Py', 'Diagonal', 'Is', 'In', 'Arrow']","tensor([9.9963e-01, 3.7152e-04, 4.1228e-07, 2.6834e-07, 7.2697e-08, 1.2064e-08,
        3.4168e-09, 5.1052e-10, 1.7247e-10, 1.1898e-10, 1.1067e-10, 6.0576e-11,
        5.9664e-11, 5.7722e-11, 8.4625e-12, 6.8039e-12, 6.4696e-12, 4.3443e-12,
        3.7723e-12, 3.7620e-12])",False,True
Square<end_of_turn>,square,"['Square', 'Rectangle', 'House', 'Castle', 'Rect', 'Cube', 'Quadr', 'Mosaic', 'Squares', 'Pixel', 'Heart', 'M', 'Brick', 'Squared', 'Geometric', 'Puzzle', 'Purple', 'Diamond', 'T', 'Block']","tensor([9.7659e-01, 8.7960e-03, 7.8451e-03, 6.3332e-03, 2.5577e-04, 5.9241e-05,
        4.5560e-05, 2.7213e-05, 7.6996e-06, 6.1550e-06, 5.2102e-06, 3.7451e-06,
        3.5267e-06, 2.4832e-06, 2.2326e-06, 1.8401e-06, 1.6709e-06, 1.6222e-06,
        1.6053e-06, 1.5499e-06])",False,True
Geometric<end_of_turn>,square,"['Geometric', 'Rect', 'Square', 'Ir', 'Oct', 'Hex', 'T', 'Tra', 'As', 'Angular', 'Cube', 'Cub', 'H', 'Rectangle', 'Abstract', 'Ang', 'Quadr', 'Squared', 'Unique', 'Cross']","tensor([5.5776e-01, 2.4382e-01, 1.8559e-01, 3.3870e-03, 2.5573e-03, 1.6182e-03,
        1.4838e-03, 1.3621e-03, 6.4035e-04, 5.7133e-04, 4.4742e-04, 2.4337e-04,
        2.1044e-04, 9.3857e-05, 4.7101e-05, 3.4542e-05, 2.3446e-05, 1.3790e-05,
        1.1095e-05, 8.9677e-06])",False,False
Oval<end_of_turn>,circle,"['Oval', 'C', 'Dome', 'Ar', 'Barrel', 'Circular', 'Round', 'Sph', 'Oct', 'Dom', 'Obl', 'Rounded', 'Cur', 'D', 'Ell', 'Arch', 'Orb', 'Drum', 'M', 'Con']","tensor([5.1482e-01, 1.8583e-01, 7.9179e-02, 6.7119e-02, 3.7410e-02, 3.2800e-02,
        1.7691e-02, 1.6732e-02, 1.1371e-02, 9.8166e-03, 5.4892e-03, 4.8796e-03,
        3.9062e-03, 3.1915e-03, 3.1133e-03, 1.8719e-03, 1.4378e-03, 5.3494e-04,
        5.0194e-04, 3.6240e-04])",False,False
Star<end_of_turn>,star,"['Star', 'Flower', 'Starburst', 'Stars', 'Hex', 'Aster', 'Snow', 'Oct', 'X', 'Six', ' Star', 'Eight', 'Start', 'Starred', 'Floral', 'Cross', '**', 'Bow', 'Don', ' starfish']","tensor([9.9976e-01, 2.0490e-04, 1.7204e-05, 9.3368e-06, 5.8102e-06, 2.2438e-06,
        9.1389e-07, 5.4304e-07, 3.9998e-07, 3.5563e-07, 2.7962e-07, 1.6596e-07,
        1.0182e-07, 7.8335e-08, 7.2481e-08, 5.7480e-08, 5.6415e-08, 2.5951e-08,
        2.1695e-08, 1.9415e-08])",False,True
Round.<end_of_turn>,circle,"['Round', 'Circle', 'Circular', 'Disc', 'Oval', 'Heart', 'Square', 'Disk', ' Round', '**', 'round', ' round', 'Rounded', 'Sphere', 'Oct', 'Silver', 'Bone', 'Circles', 'Here', 'O']","tensor([9.9653e-01, 1.9891e-03, 1.4742e-03, 2.6784e-06, 1.5765e-06, 6.5594e-07,
        5.8544e-07, 5.9156e-08, 4.5059e-08, 2.5001e-08, 1.4628e-08, 1.4156e-08,
        1.2614e-08, 5.8485e-09, 3.4836e-09, 2.4461e-09, 1.8155e-09, 1.0524e-09,
        8.1828e-10, 7.2922e-10])",False,False
Square<end_of_turn>,square,"['Square', 'Triangle', 'Circle', 'Rectangle', 'Arrow', 'Diamond', 'Oct', 'Hex', 'Polygon', 'Oval', 'Cross', 'Rect', 'C', 'Round', 'Circular', '**', 'White', '<start_of_image>', 'Blue', 'Pent']","tensor([3.8502e-01, 2.7897e-01, 1.2849e-01, 9.9636e-02, 8.7637e-02, 1.8780e-02,
        7.8170e-04, 2.3564e-04, 2.0378e-04, 5.3326e-05, 5.1694e-05, 3.4814e-05,
        1.6069e-05, 1.4385e-05, 1.4163e-05, 1.1423e-05, 1.0256e-05, 6.2837e-06,
        4.5953e-06, 2.1607e-06])",False,True
Dragon<end_of_turn>,triangle,"['Dragon', 'Drag', 'Train', 'Triangle', 'T', 'Trains', 'Tri', 'Hors', 'Py', 'Circles', 'D', 'Sw', 'Rh', 'Rocket', 'R', 'Diamonds', 'Rib', 'Bow', 'Diamond', 'Hex']","tensor([9.1627e-01, 5.4761e-02, 1.1978e-02, 4.4157e-03, 3.1846e-03, 2.4670e-03,
        1.7681e-03, 1.6919e-03, 5.2448e-04, 4.8711e-04, 4.6584e-04, 3.6065e-04,
        1.6391e-04, 1.5616e-04, 7.6103e-05, 6.7582e-05, 6.5107e-05, 6.2840e-05,
        6.0285e-05, 5.9576e-05])",False,False
Square<end_of_turn>,square,"['Square', 'Rect', 'Quadr', 'Obl', 'Cub', 'Tri', 'Rectangle', 'Triangle', 'Cube', 'S', 'Squared', 'C', 'Pr', 'Stacked', 'Ir', 'W', 'Layer', 'Geometric', 'Block', 'Squares']","tensor([9.6418e-01, 3.4587e-02, 5.6714e-04, 3.0617e-04, 1.3749e-04, 1.0293e-04,
        6.5893e-05, 3.4152e-05, 5.7154e-06, 1.3923e-06, 1.2942e-06, 1.1454e-06,
        1.1162e-06, 1.1087e-06, 9.1261e-07, 6.6778e-07, 6.3598e-07, 2.1024e-07,
        1.8445e-07, 1.0255e-07])",False,True
Square<end_of_turn>,square,"['Square', 'Rect', 'Triangle', 'Quadr', 'Obl', 'Rectangle', 'Tri', 'Cub', 'Ir', 'Cube', 'S', 'Squared', 'Pr', 'C', 'Squares', 'Geometric', 'W', 'Polygon', 'Slice', 'Stacked']","tensor([9.9579e-01, 3.4714e-03, 2.5501e-04, 2.1549e-04, 1.4213e-04, 8.4370e-05,
        2.7342e-05, 7.0578e-06, 5.6384e-06, 1.2615e-06, 8.8219e-07, 3.0967e-07,
        2.9036e-07, 1.8419e-07, 1.5164e-07, 1.2225e-07, 1.1213e-07, 9.8267e-08,
        8.3844e-08, 6.4835e-08])",False,True
Square<end_of_turn>,square,"['Square', 'Rect', 'Squ', 'Squared', 'Geometric', 'Quadr', 'Squares', ' Square', '**', 'Rectangle', 'Ir', 'White', 'square', 'Oct', 'Sq', 'Obl', 'S', ' square', 'Oval', 'Tra']","tensor([1.0000e+00, 1.3193e-07, 3.3081e-08, 3.0799e-08, 7.2872e-09, 3.5693e-09,
        4.0828e-10, 3.5397e-10, 1.3276e-10, 7.3727e-11, 4.0276e-11, 3.2187e-11,
        3.1497e-11, 1.2137e-11, 5.2489e-12, 4.4768e-12, 2.2450e-12, 1.3401e-12,
        8.3594e-13, 7.5387e-13])",False,True
Heart<end_of_turn>,heart,"['Heart', ' Heart', 'heart', ' heart', '**', 'Triangle', 'Here', 'Hear', '❤️', 'Hearts', 'T', '<start_of_image>', 'Tri', 'Sweet', 'D', 'Def', 'Pizza', 'Te', 'Okay', 'Ob']","tensor([1.0000e+00, 8.8638e-09, 8.1238e-09, 2.1455e-09, 2.0345e-09, 5.4615e-10,
        2.1056e-10, 1.8959e-10, 1.1685e-10, 1.0850e-10, 4.1346e-11, 2.6075e-11,
        2.5613e-11, 2.0327e-11, 1.7686e-11, 1.6443e-11, 9.9953e-12, 8.7222e-12,
        8.0997e-12, 7.4270e-12])",False,True
Triangle<end_of_turn>,triangle,"['Triangle', 'Cross', 'Hex', 'Oct', 'Pent', 'Plus', 'Line', 'Circle', 'Diamond', 'Arrow', 'Rh', 'Spiral', 'Square', 'X', 'Intersection', 'Intersect', 'T', '""', 'In', 'Diagonal']","tensor([8.7106e-01, 1.1500e-01, 1.2609e-02, 9.7889e-04, 1.4686e-04, 1.0938e-04,
        3.4247e-05, 1.3510e-05, 1.1147e-05, 4.3220e-06, 3.2339e-06, 2.9397e-06,
        2.7448e-06, 1.8077e-06, 1.7552e-06, 1.5826e-06, 1.3534e-06, 1.1708e-06,
        1.0325e-06, 1.0301e-06])",False,True
Square<end_of_turn>,square,"['Square', 'Rect', 'Round', 'Rectangle', 'Obl', 'Circular', 'Rounded', 'Squ', 'Oct', 'Squared', 'Oval', '**', 'S', 'square', 'Geometric', ' rectangular', 'Sub', 'C', 'rectangular', ' Rect']","tensor([8.3035e-01, 1.3082e-01, 3.5010e-02, 3.6994e-03, 1.1187e-04, 6.7276e-06,
        1.7974e-06, 8.8423e-07, 4.2723e-07, 3.9212e-07, 2.3766e-07, 1.1677e-07,
        1.0315e-07, 6.7145e-08, 3.6326e-08, 3.3486e-08, 3.3179e-08, 1.5257e-08,
        1.4876e-08, 1.4137e-08])",False,True
Gable<end_of_turn>,square,"['G', 'Tri', 'Triangle', 'Py', 'Point', 'T', 'Con', 'Dome', 'A', 'Ped', 'Tra', 'Mans', 'S', 'Sp', 'Ar', 'Sl', 'Pent', 'V', 'Tent', 'Bell']","tensor([7.6820e-01, 1.9753e-01, 1.7323e-02, 1.6722e-02, 1.8625e-04, 7.4064e-06,
        5.8090e-06, 5.5158e-06, 4.1890e-06, 2.6443e-06, 2.0755e-06, 1.8355e-06,
        1.6901e-06, 1.4395e-06, 1.3179e-06, 8.7075e-07, 7.3775e-07, 6.2180e-07,
        5.7626e-07, 5.2223e-07])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'Rounded', 'round', ' Round', 'Circle', ' round', 'Oval', '**', '圆形', 'Floral', 'White', '圓', 'Circles', 'ROUND', 'circular', ' circular', 'Rid', 'Rounding', 'Red']","tensor([9.9960e-01, 3.9849e-04, 1.9170e-07, 7.4532e-08, 7.2738e-09, 6.2788e-09,
        5.9273e-09, 2.1294e-09, 2.5026e-10, 1.8741e-10, 5.4580e-11, 3.4431e-11,
        2.5099e-11, 1.9220e-11, 1.5302e-11, 1.3616e-11, 1.0016e-11, 7.8829e-12,
        5.6533e-12, 5.0129e-12])",False,False
Square<end_of_turn>,square,"['Square', 'Cube', 'C', 'Cub', 'Rect', 'Geometric', 'Squares', 'Hex', 'Ir', 'Nested', 'Quadr', 'Squared', '**', 'Wooden', 'T', 'Oct', 'Stacked', 'Obl', ' Cube', ' Cub']","tensor([8.9968e-01, 9.9831e-02, 2.9820e-04, 9.3301e-05, 7.1612e-05, 2.3899e-05,
        1.6286e-06, 5.4023e-07, 1.1025e-07, 1.0198e-07, 9.7411e-08, 8.7417e-08,
        8.5570e-08, 5.7951e-08, 2.7831e-08, 1.7830e-08, 1.1716e-08, 9.0714e-09,
        7.5555e-09, 5.8475e-09])",False,True
Star<end_of_turn>,star,"['Star', '**', 'Here', 'star', 'Starburst', 'Start', ' Star', '<start_of_image>', 'Pent', '⭐', ' star', 'Okay', '⭐️', 'Stars', 'The', 'Starred', 'Shape', 'Certainly', 'K', '-']","tensor([1.0000e+00, 1.0221e-07, 1.2978e-08, 2.8138e-09, 2.3534e-09, 3.1244e-10,
        3.1167e-10, 2.2397e-10, 1.5853e-10, 1.2464e-10, 1.1479e-10, 9.3215e-11,
        8.9999e-11, 6.0968e-11, 4.3266e-11, 3.0728e-11, 3.0093e-11, 2.4414e-11,
        2.1246e-11, 1.9530e-11])",False,True
Square<end_of_turn>,square,"['Square', 'Quadr', 'Diamond', 'Squares', 'Squared', 'Diagonal', '**', 'Squ', 'Hex', 'Ir', 'Rect', ' Square', 'Rh', 'square', 'Oct', 'Equ', 'Triangle', 'Quadrant', 'W', 'Geometric']","tensor([9.9997e-01, 1.8483e-05, 8.4324e-06, 3.3967e-08, 1.6097e-08, 3.7277e-09,
        2.6911e-09, 1.9492e-09, 1.7923e-09, 1.4300e-09, 1.1652e-09, 2.6534e-10,
        2.4542e-10, 2.3533e-10, 1.7453e-10, 1.1661e-10, 6.2509e-11, 4.4398e-11,
        3.0011e-11, 2.7985e-11])",False,True
Rectangular<end_of_turn>,square,"['Rect', 'Square', 'Rectangle', 'Quadr', '**', 'Squared', ' Rect', 'Geometric', 'Obl', 'S', 'Squ', 'Squares', ' rectangular', 'Sub', 'square', 'Ret', 'rectangular', '矩', 'Orth', '<start_of_image>']","tensor([8.6919e-01, 1.2811e-01, 2.7011e-03, 5.1030e-07, 8.9020e-08, 9.1279e-09,
        2.1736e-09, 1.4749e-09, 4.8945e-10, 4.2036e-10, 1.1493e-10, 8.2910e-11,
        6.8779e-11, 6.4583e-11, 6.2197e-11, 5.7210e-11, 5.0431e-11, 4.1842e-11,
        3.4935e-11, 3.0551e-11])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'Circle', 'round', ' round', ' Round', '**', 'Rounded', 'Circles', 'Oval', '圓', ' circular', '圆形', 'White', 'circular', 'Disc', '圆', 'Plate', 'Rounding', 'ROUND']","tensor([9.9923e-01, 7.6396e-04, 1.3486e-06, 7.4068e-09, 9.9047e-10, 9.7751e-10,
        6.6607e-10, 2.6723e-10, 1.7848e-10, 2.3928e-11, 1.3915e-11, 5.0501e-12,
        4.8540e-12, 3.2017e-12, 3.0923e-12, 9.4252e-13, 8.6663e-13, 5.1508e-13,
        3.7506e-13, 2.6798e-13])",False,False
