model_output,ground_truth,top_20_tokens,top_20_probs,match
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Tri', 'tri', 'Diamond', '_triangle', 'Delta', ' Triangle', ' triangle', 'Equ', 'Triangles', 'T', 'Tr', 'D', 'P', 'tr', '三角', 'Tra', 'Δ', '△']","tensor([9.1270e-01, 8.4895e-02, 1.7619e-03, 1.8571e-04, 1.1264e-04, 1.1264e-04,
        3.6568e-05, 3.2271e-05, 2.8479e-05, 1.3453e-05, 1.1872e-05, 1.1872e-05,
        1.0477e-05, 9.2458e-06, 4.9489e-06, 3.6207e-06, 3.0017e-06, 2.8198e-06,
        2.4885e-06, 2.4885e-06])",False
Star<|im_end|>,star,"['Star', 'star', 'Stars', ' Star', 'start', 'STAR', 'Five', 'Triangle', '_star', 'Start', 'pent', 'Square', 'P', 'stars', ' star', '-Star', 'Six', '.star', 'S', 'Snow']","tensor([7.3050e-01, 2.6873e-01, 2.4505e-04, 7.9557e-05, 3.7580e-05, 3.7580e-05,
        2.7494e-05, 2.4264e-05, 2.1413e-05, 2.0115e-05, 1.5666e-05, 1.5666e-05,
        1.4717e-05, 1.2201e-05, 1.0115e-05, 9.5018e-06, 9.5018e-06, 6.1348e-06,
        5.0859e-06, 4.2164e-06])",False
Square<|im_end|>,circle,"['Square', 'Circle', 'Star', 'Heart', 'Triangle', 'Rectangle', 'Hex', 'Cross', 'Round', 'hex', 'star', 'circle', 'square', 'oval', 'rectangle', 'Plus', 'Circular', 'heart', 'Div', 'Cube']","tensor([0.3563, 0.1157, 0.1021, 0.0901, 0.0619, 0.0482, 0.0426, 0.0311, 0.0242,
        0.0147, 0.0147, 0.0089, 0.0084, 0.0074, 0.0045, 0.0042, 0.0037, 0.0026,
        0.0026, 0.0023])",False
Star<|im_end|>,star,"['Star', 'star', 'STAR', 'Stars', 'Square', 'Triangle', ' Star', 'triangle', 'pent', '_star', 'square', 'circle', 'Circle', '-Star', 'hex', 'stars', 'Hex', 'Six', ' star', 'P']","tensor([5.3070e-01, 4.6834e-01, 2.0173e-04, 1.2236e-04, 1.2236e-04, 5.1007e-05,
        5.1007e-05, 4.2286e-05, 3.9724e-05, 3.2932e-05, 3.0937e-05, 2.7302e-05,
        1.8764e-05, 1.7627e-05, 1.3728e-05, 1.3728e-05, 1.0692e-05, 1.0044e-05,
        8.8636e-06, 8.3266e-06])",False
Circle<|im_end|>,circle,"['Circle', 'circle', 'C', 'circ', 'Dot', 'Pol', 'c', 'D', 'Circular', 'dots', 'dot', 'Round', 'pol', 'Square', 'round', ' Circle', 'cir', 'd', 'oval', 'square']","tensor([6.3026e-01, 2.9771e-01, 1.9032e-02, 1.3081e-02, 7.0015e-03, 3.7477e-03,
        2.9187e-03, 2.9187e-03, 2.7418e-03, 2.4197e-03, 2.4197e-03, 1.7703e-03,
        1.7703e-03, 1.6630e-03, 1.0087e-03, 7.3796e-04, 5.7472e-04, 5.7472e-04,
        5.0719e-04, 4.7646e-04])",False
Circle<|im_end|>,circle,"['Circle', 'circle', 'Round', 'C', 'round', 'Circular', 'Square', 'maze', 'L', 'oval', 'M', 'c', 'Star', 'P', 'Sw', 'O', 'oct', 'Hex', 'circ', ' Circle']","tensor([0.6276, 0.1798, 0.0515, 0.0276, 0.0215, 0.0139, 0.0079, 0.0065, 0.0065,
        0.0048, 0.0031, 0.0029, 0.0027, 0.0021, 0.0021, 0.0019, 0.0017, 0.0016,
        0.0016, 0.0014])",False
Square<|im_end|>,square,"['Square', 'Round', 'Circle', 'Rectangle', 'Circular', 'square', 'Rect', 'round', 'Box', 'C', 'circle', 'rectangle', 'oval', 'No', 'None', 'rect', 'S', 'c', 'Cube', 'Hex']","tensor([6.5693e-01, 1.1416e-01, 4.7588e-02, 4.7588e-02, 2.2479e-02, 2.2479e-02,
        2.2479e-02, 1.2032e-02, 9.3706e-03, 9.3706e-03, 8.2695e-03, 5.0157e-03,
        4.4263e-03, 3.9062e-03, 2.3692e-03, 2.0909e-03, 1.1913e-03, 6.3767e-04,
        5.9904e-04, 5.2865e-04])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', ' Heart', 'HE', 'he', 'Love', 'P', ' heart', 'H', 'C', 'Triangle', '心', '""He', 'hear', 'Star', 'Heat', 'T', 'Clo', 'Red']","tensor([9.8622e-01, 1.2415e-02, 8.9932e-04, 1.2171e-04, 9.4787e-05, 4.4774e-05,
        3.2758e-05, 2.1150e-05, 1.5474e-05, 1.3655e-05, 6.0595e-06, 6.0595e-06,
        4.7192e-06, 3.4526e-06, 3.0469e-06, 2.8623e-06, 2.3730e-06, 2.2292e-06,
        2.0941e-06, 2.0941e-06])",False
triangle<|im_end|>,triangle,"['triangle', 'Triangle', 'arrow', 'Diamond', 'tri', 'diamond', 'tr', 'hex', 'rectangle', 'Arrow', 'oct', 'Tri', 'rh', 'square', '_triangle', 'Delta', 'tra', ' triangle', 'Oct', 'P']","tensor([8.5755e-01, 1.1606e-01, 1.0795e-02, 3.0928e-03, 2.7294e-03, 1.2893e-03,
        1.1378e-03, 1.0041e-03, 8.8611e-04, 5.3745e-04, 5.0489e-04, 3.0623e-04,
        2.7025e-04, 2.3849e-04, 2.2404e-04, 1.7448e-04, 1.5398e-04, 1.5398e-04,
        9.3395e-05, 9.3395e-05])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'Qu', 'Heart', 'Patch', 'rectangle', 'square', 'qu', 'heart', 'House', 'Rect', 'Star', 'Block', 'rect', 'star', 'Cross', 'P', 'Cake', 'S', 'Hex']","tensor([0.5978, 0.1177, 0.0809, 0.0337, 0.0298, 0.0205, 0.0117, 0.0097, 0.0085,
        0.0080, 0.0075, 0.0066, 0.0036, 0.0029, 0.0026, 0.0024, 0.0019, 0.0017,
        0.0015, 0.0014])",False
Square<|im_end|>,square,"['Square', 'square', 'rectangle', 'Rectangle', 'rect', 'Rect', 'S', 's', ' Square', 'cube', '_square', 'squ', 'Cube', 'Squared', 'C', '(square', ' square', 'sq', 'T', 'c']","tensor([5.4076e-01, 3.7166e-01, 6.4585e-02, 1.6330e-02, 2.8377e-03, 1.3404e-03,
        4.9311e-04, 4.3517e-04, 2.0556e-04, 2.0556e-04, 1.8141e-04, 1.4128e-04,
        1.4128e-04, 8.0498e-05, 5.5326e-05, 4.5866e-05, 3.5721e-05, 3.3557e-05,
        2.3063e-05, 2.1666e-05])",False
Round<|im_end|>,circle,"['Round', 'round', 'Circle', 'Circular', 'C', 'circle', 'O', 'oval', 'c', 'Sphere', 'Square', '圆形', 'D', 'ellipse', 'ell', 'Hour', 'Ball', '圓', 'Oct', 'G']","tensor([5.8114e-01, 1.6650e-01, 7.8648e-02, 6.9407e-02, 3.2786e-02, 1.7549e-02,
        9.3932e-03, 8.2895e-03, 7.3154e-03, 4.4370e-03, 4.1682e-03, 1.9689e-03,
        9.9004e-04, 8.7370e-04, 6.3922e-04, 6.3922e-04, 6.0049e-04, 5.2993e-04,
        4.9782e-04, 4.6766e-04])",False
Star<|im_end|>,star,"['Star', 'star', 'Snow', 'Stars', ' Star', 'Christmas', 'Cookie', 'St', 'STAR', 'C', '_star', 'X', 'Heart', 'st', 'P', 'snow', 'D', 'B', 'F', ' star']","tensor([8.8934e-01, 1.0622e-01, 1.5151e-03, 4.3408e-04, 2.0505e-04, 1.9262e-04,
        1.8095e-04, 1.8095e-04, 1.5001e-04, 1.0310e-04, 9.0988e-05, 7.5432e-05,
        6.6568e-05, 6.6568e-05, 4.8702e-05, 4.2980e-05, 3.3473e-05, 2.7750e-05,
        2.7750e-05, 2.3005e-05])",False
Round<|im_end|>,circle,"['Round', 'Bone', 'Circle', 'round', 'Heart', 'Circular', 'circle', 'Disc', 'C', 'Tag', 'Bell', 'bell', 'bone', 'oval', 'tag', 'Coin', 'D', 'B', 'Disk', ' Circle']","tensor([0.4340, 0.2050, 0.1597, 0.0457, 0.0314, 0.0203, 0.0116, 0.0079, 0.0070,
        0.0066, 0.0062, 0.0043, 0.0043, 0.0038, 0.0038, 0.0031, 0.0031, 0.0029,
        0.0029, 0.0024])",False
rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'Rectangle', 'triangle', 'oval', 'oct', 'ob', 'hex', 'diamond', 'tr', 'c', 's', 'Rect', 'arrow', 'long', 'sign', 'horizontal', ' rectangle', 'tri']","tensor([7.8259e-01, 9.3467e-02, 6.4239e-02, 1.0487e-02, 8.6938e-03, 6.7707e-03,
        4.3715e-03, 3.4045e-03, 2.0649e-03, 1.8223e-03, 1.4192e-03, 1.1053e-03,
        9.1631e-04, 8.6080e-04, 7.1363e-04, 7.1363e-04, 7.1363e-04, 5.9162e-04,
        5.5577e-04, 4.0661e-04])",False
triangle<|im_end|>,triangle,"['triangle', 'diamond', 'k', 'rectangle', 's', 'Triangle', 'tri', 'line', 'dragon', 'Diamond', 'K', 'ar', 'stream', 'point', 'square', 'zig', 'arrow', 'S', 'bird', 'w']","tensor([0.5033, 0.1634, 0.0772, 0.0322, 0.0208, 0.0162, 0.0111, 0.0104, 0.0063,
        0.0060, 0.0060, 0.0053, 0.0049, 0.0046, 0.0046, 0.0046, 0.0041, 0.0034,
        0.0030, 0.0030])",False
Square<|im_end|>,square,"['Square', 'square', 'Cube', 'cube', 'Rectangle', 'rectangle', 'Rect', 'rect', 'S', 'Triangle', 's', 'triangle', 'C', 'Hex', 'slice', 'Squared', ' Square', 'Block', 'Slice', '_square']","tensor([7.6504e-01, 6.2799e-02, 5.5420e-02, 2.9664e-02, 2.9664e-02, 2.6178e-02,
        1.5878e-02, 5.1548e-03, 2.0187e-03, 1.5721e-03, 5.1040e-04, 4.7947e-04,
        4.7947e-04, 4.2313e-04, 3.7341e-04, 3.5079e-04, 3.0957e-04, 2.5664e-04,
        2.4109e-04, 1.5566e-04])",False
Square<|im_end|>,square,"['Square', 'cube', 'Cube', 'square', 'rectangle', 'Rectangle', 'Rect', 'rect', 'Triangle', 'slice', 'Block', 'triangle', 'S', 'C', 'Slice', 's', 'block', 'Hex', 'Squared', 'Cake']","tensor([5.2886e-01, 1.3372e-01, 1.3372e-01, 9.1902e-02, 4.3412e-02, 2.3237e-02,
        1.1684e-02, 6.2540e-03, 3.5634e-03, 2.7752e-03, 2.3007e-03, 2.1613e-03,
        2.0304e-03, 1.1569e-03, 1.0209e-03, 9.5908e-04, 7.4694e-04, 5.8171e-04,
        5.8171e-04, 3.7558e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'rectangle', 'rect', 'S', ' Square', 'Squared', '_square', 'oval', 'O', 'C', 'Cube', 'squ', 'T', 'Ob', ' square', 'Triangle', 's']","tensor([9.6013e-01, 1.5519e-02, 1.3695e-02, 6.4693e-03, 1.8535e-03, 9.9210e-04,
        7.7265e-04, 1.0457e-04, 7.1867e-05, 5.5970e-05, 3.8468e-05, 2.0590e-05,
        2.0590e-05, 2.0590e-05, 1.7070e-05, 1.0353e-05, 1.0353e-05, 9.1369e-06,
        9.1369e-06, 8.0633e-06])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', ' Heart', 'HE', 'P', 'Triangle', 'he', ' heart', 'H', 'Love', '心', 'Square', 'C', 'Round', 'Hex', 'S', ' Hearts', 'Clo', 'T']","tensor([9.9188e-01, 7.5731e-03, 3.3274e-04, 6.5520e-05, 2.1271e-05, 1.2902e-05,
        1.2120e-05, 1.2120e-05, 1.1386e-05, 8.8672e-06, 6.9058e-06, 5.0524e-06,
        3.9348e-06, 2.3866e-06, 1.4475e-06, 1.4475e-06, 1.3598e-06, 1.2000e-06,
        8.2478e-07, 7.7481e-07])",False
triangle<|im_end|>,triangle,"['triangle', 'Triangle', 'Diamond', 'diamond', 'hex', 'V', 'arrow', 'Cross', 'rectangle', 'pent', 'Y', 'oct', 'rh', 'tr', 'P', 'cross', 'X', 'v', 'equ', 'Hex']","tensor([0.4943, 0.4362, 0.0109, 0.0066, 0.0066, 0.0062, 0.0029, 0.0026, 0.0022,
        0.0022, 0.0019, 0.0017, 0.0015, 0.0015, 0.0013, 0.0013, 0.0011, 0.0009,
        0.0006, 0.0005])",False
Rectangle<|im_end|>,square,"['Rectangle', 'Square', 'Round', 'Rect', 'rectangle', 'square', 'round', 'rect', 'Circular', 'oval', 'C', 'Circle', 'O', 'S', '_square', 'Ob', ' Square', 'Oct', 'Squared', 'R']","tensor([5.1145e-01, 3.1021e-01, 7.8434e-02, 4.7573e-02, 2.5464e-02, 1.0615e-02,
        5.0141e-03, 3.9050e-03, 1.6278e-03, 9.8734e-04, 8.7132e-04, 5.2848e-04,
        4.1158e-04, 1.9442e-04, 1.9442e-04, 1.7157e-04, 1.7157e-04, 1.7157e-04,
        1.1792e-04, 1.1078e-04])",False
Square<|im_end|>,square,"['Triangle', 'Square', 'triangle', 'Tri', 'C', 'Rect', 'square', 'Rectangle', 'Py', 'tri', 'Cube', 'T', 'U', 'Flat', 'rect', 'Point', 'Round', 'Cur', 'rectangle', 'Con']","tensor([0.2981, 0.2981, 0.0587, 0.0457, 0.0356, 0.0314, 0.0216, 0.0216, 0.0191,
        0.0168, 0.0102, 0.0102, 0.0096, 0.0090, 0.0079, 0.0079, 0.0051, 0.0048,
        0.0045, 0.0040])",False
Round<|im_end|>,circle,"['Round', 'Circular', 'round', 'Circle', 'circle', 'C', 'Square', 'oval', 'Plate', 'ROUND', 'O', 'R', ' Round', '圓', ' Circle', '圆', '(round', 'Disk', '圆形', 'White']","tensor([8.1298e-01, 6.6734e-02, 5.1972e-02, 4.5865e-02, 1.4890e-02, 1.7784e-03,
        1.5694e-03, 1.0787e-03, 2.1240e-04, 1.6542e-04, 1.4598e-04, 1.3714e-04,
        1.2883e-04, 1.1369e-04, 1.0033e-04, 1.0033e-04, 1.0033e-04, 8.8541e-05,
        8.8541e-05, 7.8137e-05])",False
rectangle<|im_end|>,square,"['rectangle', 'square', 'Rectangle', 'Square', 'rect', 'Rect', 's', 'cube', 'oval', 'C', 'O', 'oct', 'c', 'Ir', 'S', 'triangle', 'T', 'squ', 'tr', 'L']","tensor([6.4308e-01, 2.3658e-01, 4.1111e-02, 3.6280e-02, 2.8255e-02, 1.9228e-03,
        1.3215e-03, 1.3215e-03, 1.0292e-03, 8.0153e-04, 7.5297e-04, 7.0735e-04,
        6.6449e-04, 4.5670e-04, 4.5670e-04, 4.0303e-04, 2.9487e-04, 2.6022e-04,
        1.9038e-04, 1.9038e-04])",False
Star<|im_end|>,star,"['Star', 'star', 'Stars', 'STAR', ' Star', '_star', '-Star', 'St', '.star', 'stars', ' star', 'P', 'Start', '星', 'S', 'Snow', 'Square', 'C', 'F', 'stell']","tensor([9.7369e-01, 2.5948e-02, 1.3616e-04, 1.2016e-04, 3.0382e-05, 1.6262e-05,
        6.3684e-06, 5.2796e-06, 3.6286e-06, 2.6548e-06, 2.6548e-06, 2.0675e-06,
        1.9423e-06, 1.7140e-06, 1.4210e-06, 9.7663e-07, 9.1746e-07, 9.1746e-07,
        9.1746e-07, 8.0965e-07])",False
Square<|im_end|>,square,"['Square', 'Diamond', 'square', 'Rectangle', 'diamond', 'rectangle', 'oct', 'Rect', ' Diamond', 'Oct', 'Triangle', 'rect', 'rh', 'D', 'Rh', ' Square', 'hex', 'triangle', 'Hex', 'Squared']","tensor([5.4502e-01, 1.7694e-01, 1.7694e-01, 2.7135e-02, 2.3947e-02, 2.1133e-02,
        3.0445e-03, 2.6867e-03, 2.5240e-03, 1.9657e-03, 1.8466e-03, 1.7347e-03,
        1.2691e-03, 1.1922e-03, 1.1922e-03, 1.1200e-03, 1.0521e-03, 9.2851e-04,
        8.7225e-04, 4.1202e-04])",False
rectangle<|im_end|>,square,"['rectangle', 'square', 'Square', 'Rectangle', 'rect', 'Rect', 's', 'S', 'T', 'oval', 'Box', 'L', '_square', 'squ', ' Square', 'qu', 't', 'Qu', 'Squared', '(square']","tensor([3.7152e-01, 3.2787e-01, 1.9886e-01, 5.6975e-02, 3.0497e-02, 9.9008e-03,
        7.1721e-04, 5.5856e-04, 2.4786e-04, 1.8134e-04, 1.5034e-04, 1.0999e-04,
        1.0332e-04, 9.1183e-05, 9.1183e-05, 8.0469e-05, 7.5594e-05, 6.6711e-05,
        6.2669e-05, 5.1955e-05])",False
Round<|im_end|>,circle,"['Round', 'round', 'Circular', 'Circle', 'circle', 'C', 'oval', 'Square', 'B', 'Bow', 'O', 'White', 'S', 'c', ' Round', '圓', '圆', 'R', 'ROUND', 'circ']","tensor([7.5531e-01, 7.9609e-02, 6.1999e-02, 6.1999e-02, 2.5845e-02, 3.9635e-03,
        2.7241e-03, 1.1356e-03, 8.8437e-04, 3.9244e-04, 3.9244e-04, 3.6866e-04,
        2.6972e-04, 2.6972e-04, 2.2360e-04, 1.9733e-04, 1.8538e-04, 1.8538e-04,
        1.7414e-04, 1.6359e-04])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'O', 'He', 'P', 'he', 'Round', 'R', ' Heart', 'Cloud', 'oval', 'C', 'Te', 'round', ' heart', 'L', 'B', 'H', 'HE', 'Clo']","tensor([9.0041e-01, 7.3911e-02, 6.8747e-03, 4.7249e-03, 2.6922e-03, 2.0967e-03,
        1.5340e-03, 6.3945e-04, 5.6431e-04, 5.3012e-04, 4.1286e-04, 3.8785e-04,
        2.5041e-04, 2.2099e-04, 1.8321e-04, 1.6168e-04, 1.2592e-04, 1.1829e-04,
        1.1829e-04, 1.1112e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'rectangle', 'rect', 'S', ' Square', 'Squared', 'Triangle', 'O', '_square', 'squ', 'oval', 'Ir', 'T', 's', 'Round', ' square', 'Ob']","tensor([9.5230e-01, 2.8757e-02, 9.3361e-03, 4.4100e-03, 2.3605e-03, 7.6635e-04,
        6.7630e-04, 3.6200e-04, 1.5090e-04, 9.1528e-05, 8.0773e-05, 7.5879e-05,
        6.6963e-05, 6.6963e-05, 3.1631e-05, 2.6223e-05, 2.4634e-05, 2.0423e-05,
        1.6931e-05, 1.5905e-05])",False
Circle<|im_end|>,circle,"['Circle', 'Circular', 'circle', 'Round', 'round', 'C', 'oval', 'c', ' Circle', 'ircle', 'hex', 'Triangle', 'O', 'circ', 'Diamond', ' Circular', 'ircular', ' Round', 'Rectangle', 'oct']","tensor([4.6854e-01, 1.7237e-01, 1.7237e-01, 1.1847e-01, 3.8460e-02, 9.7242e-03,
        5.8980e-03, 3.1570e-03, 1.4913e-03, 1.1614e-03, 7.0442e-04, 5.8398e-04,
        4.2725e-04, 4.2725e-04, 3.5420e-04, 3.3274e-04, 3.1258e-04, 2.1484e-04,
        2.1484e-04, 2.0182e-04])",False
Round<|im_end|>,circle,"['Round', 'Circle', 'Circular', 'circle', 'round', 'Pizza', 'C', ' Circle', 'Triangle', 'Square', 'Hex', 'pizza', 'Pi', 'Pie', 'oval', 'P', '圓', 'Tri', 'S', ' Round']","tensor([6.0550e-01, 1.7348e-01, 8.1946e-02, 6.3820e-02, 4.9703e-02, 1.1090e-02,
        1.9272e-03, 1.1689e-03, 9.1034e-04, 8.0337e-04, 7.5470e-04, 7.0897e-04,
        6.2567e-04, 4.5775e-04, 4.3001e-04, 3.5649e-04, 2.9554e-04, 2.3017e-04,
        1.6840e-04, 1.3115e-04])",False
diamond<|im_end|>,square,"['diamond', 'square', 'rectangle', 'none', 'Square', 'triangle', 'circle', 'Diamond', 'tile', 'rect', 'hex', 'None', 'Rectangle', 'squ', 'round', 'oval', 'cube', 'no', 'rh', ' Diamond']","tensor([0.4852, 0.2943, 0.0843, 0.0166, 0.0114, 0.0114, 0.0101, 0.0089, 0.0089,
        0.0074, 0.0048, 0.0045, 0.0031, 0.0029, 0.0027, 0.0025, 0.0024, 0.0020,
        0.0019, 0.0017])",False
Square<|im_end|>,square,"['Square', 'square', 'rectangle', 'Rectangle', 'rect', 'Rect', 'Cube', 'triangle', 'Triangle', 'cube', 'circle', 'S', 'C', 'Box', 'Circle', 's', 'c', 'squ', 'oval', ' Square']","tensor([4.8800e-01, 3.8005e-01, 5.8283e-02, 2.4296e-02, 1.4736e-02, 1.1477e-02,
        4.2220e-03, 3.7259e-03, 2.5608e-03, 1.9943e-03, 1.2876e-03, 1.1363e-03,
        8.8498e-04, 8.8498e-04, 7.8099e-04, 5.7138e-04, 3.0584e-04, 2.1020e-04,
        1.9747e-04, 1.8550e-04])",False
Circle<|im_end|>,circle,"['Circular', 'Circle', 'Round', 'C', 'circle', 'round', 'Square', 'oval', 'c', 'R', 'P', 'O', 'Hex', 'S', 'Oct', 'cir', 'Ir', ' Circle', 'circ', 'Stone']","tensor([3.7437e-01, 3.7437e-01, 9.4656e-02, 8.3534e-02, 4.4713e-02, 4.7127e-03,
        4.1589e-03, 2.2261e-03, 2.2261e-03, 9.2798e-04, 8.7176e-04, 7.6932e-04,
        7.2271e-04, 6.7892e-04, 5.6285e-04, 5.6285e-04, 4.1179e-04, 3.8684e-04,
        3.8684e-04, 3.6340e-04])",False
Triangle<|im_end|>,triangle,"['Triangle', 'tri', 'triangle', 'Tr', 'Tri', 'tr', 'Three', 'Triangles', 'Tre', 'T', 'Ad', 'three', 'tre', 'ad', 'sh', 'Strip', 'Triple', 'Circle', ' тре', 'Diamond']","tensor([0.3699, 0.1747, 0.1201, 0.1060, 0.0728, 0.0567, 0.0268, 0.0072, 0.0068,
        0.0064, 0.0053, 0.0050, 0.0047, 0.0013, 0.0013, 0.0012, 0.0009, 0.0008,
        0.0008, 0.0008])",False
Round<|im_end|>,circle,"['Round', 'round', 'Heart', 'heart', 'Circle', 'Bear', 'circle', 'Circular', 'Square', 'bear', 'O', 'c', 'C', 'oval', 'B', 'R', 'square', 'None', 'He', 'S']","tensor([0.3232, 0.1960, 0.0926, 0.0926, 0.0496, 0.0466, 0.0386, 0.0220, 0.0171,
        0.0118, 0.0104, 0.0098, 0.0086, 0.0043, 0.0041, 0.0030, 0.0022, 0.0019,
        0.0018, 0.0017])",False
Square<|im_end|>,square,"['Square', 'Round', 'Rectangle', 'Rect', 'oval', 'Circle', 'rectangle', 'Circular', 'rect', 'circle', 'round', 'O', 'square', 'Ir', 'Flat', 'Triangle', 'Pizza', 'C', 'Ob', 'Hex']","tensor([0.4935, 0.1816, 0.1101, 0.0972, 0.0278, 0.0246, 0.0149, 0.0132, 0.0048,
        0.0043, 0.0043, 0.0033, 0.0031, 0.0018, 0.0014, 0.0011, 0.0011, 0.0007,
        0.0007, 0.0006])",False
Rectangle<|im_end|>,square,"['Rectangle', 'Square', 'rectangle', 'Rect', 'square', 'rect', 'Box', 'C', 'L', 'Cube', 'S', 'Arrow', 'box', 'Triangle', 'Am', 'Diamond', 'hex', 'paralle', 'triangle', 'Hex']","tensor([0.2936, 0.2287, 0.2018, 0.1080, 0.0450, 0.0310, 0.0213, 0.0061, 0.0047,
        0.0045, 0.0037, 0.0035, 0.0029, 0.0029, 0.0027, 0.0019, 0.0017, 0.0014,
        0.0014, 0.0014])",False
Triangle<|im_end|>,square,"['Triangle', 'triangle', 'Square', 'Diamond', 'Dragon', 'diamond', 'Rectangle', 'D', 'square', 'rectangle', 'S', 'Fish', 'Tri', 'T', 'Bird', 'Hex', 'P', 'Delta', 'tri', 'R']","tensor([0.2847, 0.1727, 0.1187, 0.1047, 0.0561, 0.0495, 0.0220, 0.0194, 0.0171,
        0.0125, 0.0076, 0.0076, 0.0059, 0.0052, 0.0052, 0.0049, 0.0036, 0.0036,
        0.0032, 0.0028])",False
Square<|im_end|>,square,"['Square', 'square', 'rectangle', 'Rectangle', 'rect', 'Rect', 'cube', 'Box', 'Cube', 'box', 's', 'S', 'squ', ' Square', 'Squared', 'C', '_square', 'oval', '_rectangle', 'c']","tensor([4.5479e-01, 3.5419e-01, 1.1499e-01, 4.7934e-02, 1.2120e-02, 7.3510e-03,
        4.4586e-03, 7.2785e-04, 6.4232e-04, 3.4381e-04, 3.4381e-04, 2.3630e-04,
        1.8403e-04, 1.8403e-04, 1.5256e-04, 9.8503e-05, 9.2535e-05, 5.9745e-05,
        4.9530e-05, 3.8574e-05])",False
square<|im_end|>,square,"['square', 'rectangle', 'Square', 'Rectangle', 'rect', 's', 'squ', 'none', 'circle', 'None', 'no', 'rug', 'triangle', 'S', 'car', 'diamond', 'Rect', 'hex', ' Square', 'ge']","tensor([6.3778e-01, 1.8273e-01, 1.1083e-01, 1.6996e-02, 1.0309e-02, 9.0975e-03,
        8.0285e-03, 3.5626e-03, 1.5809e-03, 1.5809e-03, 1.2312e-03, 1.2312e-03,
        1.1566e-03, 1.0207e-03, 9.5887e-04, 7.4677e-04, 7.4677e-04, 4.8215e-04,
        4.8215e-04, 3.7550e-04])",False
Round<|im_end|>,circle,"['Round', 'round', 'Circular', 'Circle', 'circle', 'C', 'Pizza', '圓', 'c', '圆形', 'oval', 'Square', ' Circle', ' Round', '圆', '(round', ' round', 'ROUND', 'pizza', ' круг']","tensor([7.1737e-01, 1.1001e-01, 9.7085e-02, 5.1966e-02, 1.3139e-02, 5.4772e-03,
        1.2221e-03, 6.5415e-04, 4.4959e-04, 3.0900e-04, 3.0900e-04, 1.8742e-04,
        1.8742e-04, 1.4596e-04, 1.4596e-04, 1.1367e-04, 1.1367e-04, 1.0032e-04,
        8.8530e-05, 7.8127e-05])",False
triangle<|im_end|>,triangle,"['triangle', 'Triangle', 'rectangle', 'square', 'Z', 'diamond', 'arrow', 'tri', 'zig', 'stripe', 'Square', 'pir', 'V', 'z', 's', 'strip', 'ar', 'A', 'P', 'tr']","tensor([8.9331e-01, 3.0568e-02, 9.9238e-03, 8.7577e-03, 4.6877e-03, 3.6508e-03,
        3.4296e-03, 2.8432e-03, 2.2143e-03, 2.0801e-03, 1.9541e-03, 1.9541e-03,
        1.1852e-03, 1.1852e-03, 1.1134e-03, 8.6713e-04, 8.1460e-04, 7.1888e-04,
        7.1888e-04, 5.9597e-04])",False
Rectangle<|im_end|>,square,"['Rectangle', 'Rect', 'Square', 'rectangle', 'rect', 'O', 'Round', 'square', 'R', 'oval', 'Squared', 'T', 'None', 'C', 'Wall', 'S', 'Circular', 'Vertical', ' Rectangle', '矩']","tensor([4.1821e-01, 3.6907e-01, 1.5385e-01, 3.0295e-02, 1.2629e-02, 4.6459e-03,
        1.9367e-03, 1.7091e-03, 5.5487e-04, 5.2126e-04, 4.8967e-04, 4.6001e-04,
        3.8136e-04, 3.5825e-04, 3.3655e-04, 2.9700e-04, 2.3131e-04, 1.9176e-04,
        1.4934e-04, 1.3179e-04])",False
Round<|im_end|>,circle,"['Round', 'round', 'Circular', 'Circle', 'circle', 'C', '圓', 'c', 'Pizza', '圆形', '圆', ' Circle', '(round', 'oval', 'circ', ' round', ' Round', 'ROUND', ' круг', ' Circular']","tensor([5.4819e-01, 2.0167e-01, 1.2232e-01, 7.4190e-02, 3.9711e-02, 7.8195e-03,
        1.5398e-03, 9.3391e-04, 5.6645e-04, 5.6645e-04, 3.8931e-04, 2.6757e-04,
        1.8390e-04, 1.6229e-04, 1.6229e-04, 1.4322e-04, 1.4322e-04, 1.1154e-04,
        9.8434e-05, 8.6867e-05])",False
Square<|im_end|>,triangle,"['Square', 'oval', 'Round', 'O', 'square', 'S', 'Circular', 'Rectangle', 'round', 'Oct', 'Hex', 'Ir', 'oct', 'Triangle', 'Squared', 'Circle', 'Rect', ' Square', 'hex', 'rectangle']","tensor([7.0979e-01, 1.3977e-01, 5.8263e-02, 4.5376e-02, 1.3000e-02, 4.7826e-03,
        3.2870e-03, 2.5599e-03, 2.2591e-03, 1.9937e-03, 1.9937e-03, 1.5527e-03,
        1.1360e-03, 1.0025e-03, 8.3108e-04, 6.0803e-04, 5.3659e-04, 4.1789e-04,
        4.1789e-04, 4.1789e-04])",False
